cluster,heatwave_type,exposure,log_rr,ci_low,ci_high,display_high,common_support_high,y_min,y_max,phenotype_name,line_segment,axis_expansion_factor
1,compound,6.04683333333333,-0.0978370711352159,-0.1353282323448362,-0.0603459099255957,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,6.26279166666667,-0.1007557093440847,-0.1391760314611,-0.0623353872270694,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,6.47875,-0.1036137640894687,-0.1429717223642784,-0.0642558058146591,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,6.69470833333333,-0.1064091462864205,-0.1467122074519022,-0.0661060851209389,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,6.72,-0.1067323275324166,-0.1471465125190432,-0.06631814254579,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,6.91066666666667,-0.1091397668499924,-0.1503943196291083,-0.0678852140708764,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.09,-0.1113565773277907,-0.1534052898532965,-0.0693078648022849,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.126625,-0.1118035388800303,-0.1540148245816107,-0.06959225317845,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.34258333333333,-0.1143990833617394,-0.1575713229614539,-0.071226843762025,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.55854166666667,-0.1169267421657997,-0.1610635740580899,-0.0727899102735096,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.7745,-0.1193871136471191,-0.1644916592133486,-0.0742825680808896,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,7.99045833333333,-0.1217807961606059,-0.1678556579311431,-0.0757059343900687,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,8.20641666666666,-0.1241083880611682,-0.1711556487690645,-0.077061127353272,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,8.422375,-0.1263704877037145,-0.1743917102271483,-0.0783492651802807,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,8.63833333333333,-0.1285676934431527,-0.1775639216315486,-0.0795714652547567,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
